Process,Metric,Timestamp,TimestampRaw,Value
Global,% Shaders Busy,3351693,1570464217243822,97.6207359920587
Global,% Shaders Busy,3438172,1570464217330301,97.6266587365052
Global,% Shaders Busy,3524013,1570464217416142,97.5901449213708
Global,% Shaders Busy,3610072,1570464217502201,97.6804890953459
Global,% Shaders Busy,3696627,1570464217588756,97.6514045244223
Global,% Shaders Busy,3746833,1570464217638962,97.6014920309107
Global,% Shaders Busy,3825896,1570464217718025,97.655452796145
Global,% Shaders Busy,3909781,1570464217801910,97.6170501749696
Global,% Shaders Busy,3996869,1570464217888998,97.6578063013577
Global,% Shaders Busy,4079015,1570464217971144,97.661615718277
Global,% Shaders Busy,4163464,1570464218055593,97.6665516573682
Global,% Shaders Busy,4247993,1570464218140122,97.628312059163
Global,% Shaders Busy,4331874,1570464218224003,97.6449808308407
Global,% Shaders Busy,4418133,1570464218310262,97.6593647696678
Global,% Shaders Busy,4586192,1570464218478321,97.6292301481444
Global,% Shaders Busy,4673121,1570464218565250,97.5992478874961
Global,% Shaders Busy,4757804,1570464218649933,97.6379927384035
Global,% Shaders Busy,4843199,1570464218735328,97.6458710171441
Global,% Shaders Busy,4927692,1570464218819821,97.6234313332524
Global,% Shaders Busy,5013902,1570464218906031,97.6282313775298
Global,% Shaders Busy,5100254,1570464218992383,97.6073299089011
Global,% Shaders Busy,5185926,1570464219078055,97.6427938302211
Global,% Shaders Busy,5273918,1570464219166047,97.657079583299
Global,% Shaders Busy,5357126,1570464219249255,97.644427463812
Global,% Shaders Busy,5407930,1570464219300059,97.5974599133131
Global,% Shaders Busy,5487387,1570464219379516,97.5981223344335
Global,% Shaders Busy,5655866,1570464219547995,97.6811503985111
Global,% Shaders Busy,5739353,1570464219631482,97.6572650951163
Global,% Shaders Busy,5823485,1570464219715614,97.6402885878205
Global,% Shaders Busy,5909991,1570464219802120,97.6375331077696
Global,% Shaders Busy,5994159,1570464219886288,97.6452255718663
Global,% Shaders Busy,6078969,1570464219971098,97.6565072432959
Global,% Shaders Busy,6161484,1570464220053613,97.6550625791149
Global,% Shaders Busy,6248568,1570464220140697,97.6280868347069
Global,% Shaders Busy,6330315,1570464220222444,97.6298134907268
Global,% Shaders Busy,6413415,1570464220305544,97.6230697493402
Global,% Shaders Busy,6499095,1570464220391224,97.6176024463873
Global,% Shaders Busy,6583789,1570464220475918,97.6550270844451
Global,% Shaders Busy,6666789,1570464220558918,97.6644708825471
Global,% Shaders Busy,6750161,1570464220642290,97.61111807156
Global,% Shaders Busy,6833973,1570464220726102,97.620920151874
Global,% Shaders Busy,6919919,1570464220812048,97.6332000254219
Global,% Shaders Busy,7003972,1570464220896101,97.6028040407645
Global,% Shaders Busy,7087906,1570464220980035,97.5952723900728
Global,% Shaders Busy,7171909,1570464221064038,97.6334222220436
Global,% Shaders Busy,7255901,1570464221148030,97.6661281249345
Global,% Shaders Busy,7339599,1570464221231728,97.6162932073118
Global,% Shaders Busy,7423298,1570464221315427,97.6170009447867
Global,% Shaders Busy,7507316,1570464221399445,97.5669000083932
Global,% Shaders Busy,7600086,1570464221492215,97.6315226883387
Global,% Shaders Busy,7679401,1570464221571530,97.6837467218262
Global,% Shaders Busy,7764868,1570464221656997,97.6498215804666
