Process,Metric,Timestamp,TimestampRaw,Value
Global,% Shaders Busy,16082636,1570465764821957,91.7816611272958
Global,% Shaders Busy,16140123,1570465764879444,92.4663295041786
Global,% Shaders Busy,16192504,1570465764931825,92.4864368918108
Global,% Shaders Busy,16249117,1570465764988438,92.5321839928763
Global,% Shaders Busy,16299266,1570465765038587,92.5960229680172
Global,% Shaders Busy,16349967,1570465765089288,92.5518731636727
Global,% Shaders Busy,16416196,1570465765155517,92.5870494795629
Global,% Shaders Busy,16466451,1570465765205772,92.5786223808373
Global,% Shaders Busy,16516705,1570465765256026,92.6598372433652
Global,% Shaders Busy,16574968,1570465765314289,92.4453919349
Global,% Shaders Busy,16631480,1570465765370801,92.4670154874984
Global,% Shaders Busy,16682638,1570465765421959,92.7568639744439
Global,% Shaders Busy,16739217,1570465765478538,92.4948405750299
Global,% Shaders Busy,16846960,1570465765586281,92.4841126664754
Global,% Shaders Busy,16897797,1570465765637118,92.4987614666731
Global,% Shaders Busy,16948836,1570465765688157,92.5713372397377
Global,% Shaders Busy,16999975,1570465765739296,92.6160309403807
Global,% Shaders Busy,17050274,1570465765789595,92.7667302674092
Global,% Shaders Busy,17107670,1570465765846991,92.6225520548396
Global,% Shaders Busy,17230254,1570465765969575,92.5808472072773
Global,% Shaders Busy,17288040,1570465766027361,92.5116038447292
Global,% Shaders Busy,17338794,1570465766078115,92.7029134690444
Global,% Shaders Busy,17389764,1570465766129085,92.6272945666661
Global,% Shaders Busy,17440744,1570465766180065,92.7161108859056
Global,% Shaders Busy,17491309,1570465766230630,92.7179533421758
Global,% Shaders Busy,17547231,1570465766286552,92.6780843005064
Global,% Shaders Busy,17598365,1570465766337686,92.6489043095011
Global,% Shaders Busy,17649563,1570465766388884,92.5217998692782
Global,% Shaders Busy,17700048,1570465766439369,92.7788344853306
Global,% Shaders Busy,17750254,1570465766489575,92.8087547362857
Global,% Shaders Busy,17800568,1570465766539889,92.5823606449099
Global,% Shaders Busy,17864468,1570465766603789,92.455804852535
Global,% Shaders Busy,17925673,1570465766664994,92.6612091062693
Global,% Shaders Busy,17980632,1570465766719953,92.7481866725944
Global,% Shaders Busy,18052220,1570465766791541,92.6048862287188
Global,% Shaders Busy,18171929,1570465766911250,92.4583583100163
Global,% Shaders Busy,18227424,1570465766966745,92.3705236487732
Global,% Shaders Busy,18278354,1570465767017675,92.6148560810054
Global,% Shaders Busy,18336179,1570465767075500,92.5502109784791
Global,% Shaders Busy,18386573,1570465767125894,92.7455941846181
Global,% Shaders Busy,18453278,1570465767192599,92.5882028113663
Global,% Shaders Busy,18504176,1570465767243497,92.2541183510291
Global,% Shaders Busy,18557296,1570465767296617,92.5870086588444
Global,% Shaders Busy,18607834,1570465767347155,92.6742295781332
Global,% Shaders Busy,18717558,1570465767456879,92.2151771328809
Global,% Shaders Busy,18768416,1570465767507737,92.7344455042817
Global,% Shaders Busy,18819299,1570465767558620,92.7119741574427
Global,% Shaders Busy,18869725,1570465767609046,92.7178482018394
Global,% Shaders Busy,18925460,1570465767664781,92.6334831416076
Global,% Shaders Busy,18976306,1570465767715627,92.4008130604848
Global,% Shaders Busy,19026866,1570465767766187,92.7564326622498
Global,% Shaders Busy,19085063,1570465767824384,92.7432842417034
Global,% Shaders Busy,19135470,1570465767874791,92.6222389198103
Global,% Shaders Busy,19185979,1570465767925300,92.5889042132818
Global,% Shaders Busy,19251463,1570465767990784,92.7332444913463
Global,% Shaders Busy,19305309,1570465768044630,92.7543011424292
Global,% Shaders Busy,19361082,1570465768100403,92.5348769270042
Global,% Shaders Busy,19427906,1570465768167227,92.703841783771
Global,% Shaders Busy,19486177,1570465768225498,92.746586835537
Global,% Shaders Busy,19543464,1570465768282785,92.7703010314384
Global,% Shaders Busy,19594192,1570465768333513,92.5393954250595
Global,% Shaders Busy,19644683,1570465768384004,92.4090582787112
Global,% Shaders Busy,19696505,1570465768435826,92.5277186330316
Global,% Shaders Busy,19746824,1570465768486145,92.8510006715722
Global,% Shaders Busy,19805165,1570465768544486,92.4665407337358
Global,% Shaders Busy,19867509,1570465768606830,92.6245987806872
Global,% Shaders Busy,19918518,1570465768657839,92.5608828512813
Global,% Shaders Busy,19971272,1570465768710593,92.6820366277416
Global,% Shaders Busy,20022709,1570465768762030,92.3376860498876
Global,% Shaders Busy,20085036,1570465768824357,92.5503785218931
Global,% Shaders Busy,20138580,1570465768877901,92.7658109672448
Global,% Shaders Busy,20189243,1570465768928564,92.5691526063562
Global,% Shaders Busy,20239552,1570465768978873,92.6497633244705
Global,% Shaders Busy,20290292,1570465769029613,92.6372979895726
Global,% Shaders Busy,20356336,1570465769095657,92.6842325871892
Global,% Shaders Busy,20407651,1570465769146972,92.7310462557243
Global,% Shaders Busy,20464302,1570465769203623,92.4743621683693
Global,% Shaders Busy,20516013,1570465769255334,92.4217557831272
Global,% Shaders Busy,20566676,1570465769305997,92.4861118357215
Global,% Shaders Busy,20616880,1570465769356201,92.2808790894023
Global,% Shaders Busy,20667822,1570465769407143,92.424673356744
Global,% Shaders Busy,20718540,1570465769457861,92.5298111011831
Global,% Shaders Busy,20789924,1570465769529245,92.6471258505843
Global,% Shaders Busy,20840558,1570465769579879,92.6966903253391
Global,% Shaders Busy,20892186,1570465769631507,92.1596199168492
Global,% Shaders Busy,20942594,1570465769681915,92.3132241821585
Global,% Shaders Busy,20993495,1570465769732816,92.6262489916346
Global,% Shaders Busy,21044362,1570465769783683,92.6171170321051
Global,% Shaders Busy,21098804,1570465769838125,92.7953289008331
Global,% Shaders Busy,21151372,1570465769890693,92.3539518165839
Global,% Shaders Busy,21201793,1570465769941114,92.6086186356268
Global,% Shaders Busy,21253439,1570465769992760,92.75874651227
Global,% Shaders Busy,21303622,1570465770042943,92.6855927000848
Global,% Shaders Busy,21370553,1570465770109874,92.5801812688446
Global,% Shaders Busy,21439282,1570465770178603,92.5079348432204
Global,% Shaders Busy,21490777,1570465770230098,92.6192957915479
Global,% Shaders Busy,21541113,1570465770280434,92.6730918640689
Global,% Shaders Busy,21591401,1570465770330722,92.554910486922
Global,% Shaders Busy,21661236,1570465770400557,92.780189465503
Global,% Shaders Busy,21734846,1570465770474167,92.7683965447157
Global,% Shaders Busy,21787512,1570465770526833,92.7180498521724
Global,% Shaders Busy,21842644,1570465770581965,92.6241071757585
Global,% Shaders Busy,21911428,1570465770650749,92.5015945747958
Global,% Shaders Busy,21962041,1570465770701362,92.7775044967196
Global,% Shaders Busy,22012791,1570465770752112,92.8111672162821
Global,% Shaders Busy,22070416,1570465770809737,92.3192933143336
Global,% Shaders Busy,22131927,1570465770871248,92.7568050998561
Global,% Shaders Busy,22252226,1570465770991547,92.4592577992557
Global,% Shaders Busy,22308871,1570465771048192,92.3320969594479
Global,% Shaders Busy,22360622,1570465771099943,92.5035215750725
Global,% Shaders Busy,22411747,1570465771151068,92.754218398086
Global,% Shaders Busy,22462545,1570465771201866,92.66496666504
Global,% Shaders Busy,22513454,1570465771252775,92.6346555925226
Global,% Shaders Busy,22583279,1570465771322600,92.4271242218384
Global,% Shaders Busy,22685713,1570465771425034,92.4587585972978
Global,% Shaders Busy,22736230,1570465771475551,92.5710539821075
Global,% Shaders Busy,22797008,1570465771536329,92.5788713597458
Global,% Shaders Busy,22847273,1570465771586594,92.756024435613
Global,% Shaders Busy,22913029,1570465771652350,92.680714594408
Global,% Shaders Busy,22983073,1570465771722394,92.3846528658541
Global,% Shaders Busy,23041477,1570465771780798,92.749439770776
Global,% Shaders Busy,23143233,1570465771882554,92.3291092566761
Global,% Shaders Busy,23194071,1570465771933392,92.5923315648211
Global,% Shaders Busy,23244874,1570465771984195,92.696705209803
Global,% Shaders Busy,23295043,1570465772034364,92.7004845123379
Global,% Shaders Busy,23346099,1570465772085420,92.7109420835559
Global,% Shaders Busy,23399004,1570465772138325,92.3551504425966
Global,% Shaders Busy,23449443,1570465772188764,92.3419228559248
Global,% Shaders Busy,23507140,1570465772246461,92.1756588137464
Global,% Shaders Busy,23559085,1570465772298406,92.3025706354526
Global,% Shaders Busy,23609317,1570465772348638,92.540616381298
Global,% Shaders Busy,23659837,1570465772399158,92.2528314358122
Global,% Shaders Busy,23710534,1570465772449855,92.4940599799502
Global,% Shaders Busy,23760991,1570465772500312,92.6146663436085
Global,% Shaders Busy,23811881,1570465772551202,92.5616004183105
Global,% Shaders Busy,23871676,1570465772610997,92.5118783046268
Global,% Shaders Busy,23922355,1570465772661676,92.480989260135
Global,% Shaders Busy,23973768,1570465772713089,92.6148196284795
Global,% Shaders Busy,24024023,1570465772763344,92.645401371742
Global,% Shaders Busy,24074167,1570465772813488,92.4051061660869
Global,% Shaders Busy,24124971,1570465772864292,92.3518290958914
Global,% Shaders Busy,24179709,1570465772919030,92.5700136052424
