Process,Metric,Timestamp,TimestampRaw,Value
Global,% Shaders Busy,4439182,1570463784920655,96.9004349432335
Global,% Shaders Busy,4489817,1570463784971290,96.5095713821301
Global,% Shaders Busy,4540879,1570463785022352,96.8709198455269
Global,% Shaders Busy,4591196,1570463785072669,96.6431761128828
Global,% Shaders Busy,4642290,1570463785123763,96.9611126374489
Global,% Shaders Busy,4692884,1570463785174357,97.0218557539061
Global,% Shaders Busy,4743910,1570463785225383,97.0464894272719
Global,% Shaders Busy,4794513,1570463785275986,97.0456368744249
Global,% Shaders Busy,4845387,1570463785326860,97.0488156951159
Global,% Shaders Busy,4895564,1570463785377037,97.0744064720895
Global,% Shaders Busy,4946495,1570463785427968,97.0356616736719
Global,% Shaders Busy,4997155,1570463785478628,97.0699625452628
Global,% Shaders Busy,5047317,1570463785528790,97.0476346021295
Global,% Shaders Busy,5098038,1570463785579511,97.053097134533
Global,% Shaders Busy,5148465,1570463785629938,96.8680920523989
Global,% Shaders Busy,5199148,1570463785680621,96.8082403335442
Global,% Shaders Busy,5249360,1570463785730833,96.663566691431
Global,% Shaders Busy,5299932,1570463785781405,96.8887424238029
Global,% Shaders Busy,5350264,1570463785831737,97.0370216779165
Global,% Shaders Busy,5401020,1570463785882493,97.0340053803403
Global,% Shaders Busy,5451389,1570463785932862,97.0550565882242
Global,% Shaders Busy,5552779,1570463786034252,96.6418421448198
Global,% Shaders Busy,5603644,1570463786085117,97.0107777369083
Global,% Shaders Busy,5654562,1570463786136035,96.9904859110968
Global,% Shaders Busy,5705458,1570463786186931,97.055267708991
Global,% Shaders Busy,5756700,1570463786238173,97.0434440076896
Global,% Shaders Busy,5807100,1570463786288573,97.0593428790117
Global,% Shaders Busy,5857436,1570463786338909,97.0235520369217
Global,% Shaders Busy,5908457,1570463786389930,96.9603164815649
Global,% Shaders Busy,5958818,1570463786440291,96.9959596685018
Global,% Shaders Busy,6009801,1570463786491274,96.996357380694
Global,% Shaders Busy,6059985,1570463786541458,96.874474789847
Global,% Shaders Busy,6178874,1570463786660347,1.06882551484616
Global,% Shaders Busy,6229072,1570463786710545,96.845891510181
Global,% Shaders Busy,6279685,1570463786761158,96.5467926645797
Global,% Shaders Busy,6330397,1570463786811870,96.5573809651316
Global,% Shaders Busy,6380576,1570463786862049,96.8693503838743
Global,% Shaders Busy,6430984,1570463786912457,96.8999297222386
Global,% Shaders Busy,6481813,1570463786963286,97.0133845502988
Global,% Shaders Busy,6532591,1570463787014064,97.0507056436404
Global,% Shaders Busy,6582816,1570463787064289,97.0378928809497
Global,% Shaders Busy,6633825,1570463787115298,96.974035741381
Global,% Shaders Busy,6684428,1570463787165901,97.0568901615084
Global,% Shaders Busy,6735430,1570463787216903,97.0539767833262
Global,% Shaders Busy,6787823,1570463787269296,97.0538959118505
Global,% Shaders Busy,6838979,1570463787320452,96.932259060456
Global,% Shaders Busy,6889037,1570463787370510,96.6452340912359
Global,% Shaders Busy,6939930,1570463787421403,96.9183346651452
Global,% Shaders Busy,6990584,1570463787472057,96.8952286841201
Global,% Shaders Busy,7041519,1570463787522992,96.8751202906373
Global,% Shaders Busy,7092080,1570463787573553,96.8142932681885
Global,% Shaders Busy,7142597,1570463787624070,96.7922004196205
Global,% Shaders Busy,7192869,1570463787674342,96.8317958313628
Global,% Shaders Busy,7243052,1570463787724525,96.8695994012118
Global,% Shaders Busy,7294011,1570463787775484,96.8137521867441
Global,% Shaders Busy,7344477,1570463787825950,96.81968039628
Global,% Shaders Busy,7394724,1570463787876197,96.6796181761226
Global,% Shaders Busy,7445887,1570463787927360,96.6946910112954
Global,% Shaders Busy,7496688,1570463787978161,96.7100524166318
Global,% Shaders Busy,7547015,1570463788028488,96.9489802880763
Global,% Shaders Busy,7597967,1570463788079440,97.0564382917842
Global,% Shaders Busy,7648935,1570463788130408,97.0508837549971
