Process,Metric,Timestamp,TimestampRaw,Value
Global,% Shaders Busy,15466319,1570465608842429,93.4848522118106
Global,% Shaders Busy,15535220,1570465608911330,93.7021893374809
Global,% Shaders Busy,15600555,1570465608976665,93.7934936296929
Global,% Shaders Busy,15679242,1570465609055352,93.5048480522806
Global,% Shaders Busy,15729819,1570465609105929,93.6433379060543
Global,% Shaders Busy,15807352,1570465609183462,93.5214390566745
Global,% Shaders Busy,15870604,1570465609246714,93.7101992609113
Global,% Shaders Busy,15936154,1570465609312264,93.7561599362779
Global,% Shaders Busy,16015034,1570465609391144,93.6455444923253
Global,% Shaders Busy,16079849,1570465609455959,93.5977610253705
Global,% Shaders Busy,16142131,1570465609518241,93.5267310446249
Global,% Shaders Busy,16207968,1570465609584078,93.6866865933825
Global,% Shaders Busy,16288059,1570465609664169,93.6373588469814
Global,% Shaders Busy,16339144,1570465609715254,93.6669512635274
Global,% Shaders Busy,16416932,1570465609793042,93.5640412171265
Global,% Shaders Busy,16478294,1570465609854404,93.5858717250263
Global,% Shaders Busy,16528767,1570465609904877,93.8038225762936
Global,% Shaders Busy,16608285,1570465609984395,93.733143541341
Global,% Shaders Busy,16683069,1570465610059179,93.5987648633708
Global,% Shaders Busy,16750552,1570465610126662,93.5730309688977
Global,% Shaders Busy,16816139,1570465610192249,93.5633465883222
Global,% Shaders Busy,16954546,1570465610330656,93.6561994096203
Global,% Shaders Busy,17021874,1570465610397984,93.6345113292616
Global,% Shaders Busy,17085650,1570465610461760,93.5822112858609
Global,% Shaders Busy,17149105,1570465610525215,93.6124641435398
Global,% Shaders Busy,17215026,1570465610591136,93.7149754430614
Global,% Shaders Busy,17292707,1570465610668817,93.5508402129495
Global,% Shaders Busy,17359712,1570465610735822,93.7526561936448
Global,% Shaders Busy,17444343,1570465610820453,93.7914216757097
Global,% Shaders Busy,17524598,1570465610900708,93.5840992016012
Global,% Shaders Busy,17645376,1570465611021486,93.4114958740008
Global,% Shaders Busy,17710912,1570465611087022,93.384211014895
Global,% Shaders Busy,17761497,1570465611137607,93.2849291266758
Global,% Shaders Busy,17817637,1570465611193747,93.1394378331174
Global,% Shaders Busy,17868337,1570465611244447,93.5559392066822
Global,% Shaders Busy,17919770,1570465611295880,93.3353521767724
Global,% Shaders Busy,17970104,1570465611346214,93.6693268408305
Global,% Shaders Busy,18024256,1570465611400366,93.5537061879041
