Process,Metric,Timestamp,TimestampRaw,Value
Global,% Shaders Busy,6107118,1570463985288125,97.585354848377
Global,% Shaders Busy,6179941,1570463985360948,97.6342317529085
Global,% Shaders Busy,6244474,1570463985425481,97.6406672145493
Global,% Shaders Busy,6297363,1570463985478370,97.5933567095693
Global,% Shaders Busy,6348291,1570463985529298,97.5981252030492
Global,% Shaders Busy,6399208,1570463985580215,97.6079977270452
Global,% Shaders Busy,6464211,1570463985645218,97.625069280347
Global,% Shaders Busy,6515565,1570463985696572,97.6262431486261
Global,% Shaders Busy,6565962,1570463985746969,97.62993545745
Global,% Shaders Busy,6617076,1570463985798083,97.6463530372138
Global,% Shaders Busy,6682895,1570463985863902,97.597946415112
Global,% Shaders Busy,6733925,1570463985914932,97.7023339882627
Global,% Shaders Busy,6800745,1570463985981752,97.5799115916502
Global,% Shaders Busy,6851536,1570463986032543,97.6179626789288
Global,% Shaders Busy,6902037,1570463986083044,97.6213571296283
Global,% Shaders Busy,6952866,1570463986133873,97.6152767397742
Global,% Shaders Busy,7003271,1570463986184278,97.6374734004721
Global,% Shaders Busy,7054350,1570463986235357,97.6285661523987
Global,% Shaders Busy,7120369,1570463986301376,97.6077669689883
Global,% Shaders Busy,7170619,1570463986351626,97.6552735682839
Global,% Shaders Busy,7221307,1570463986402314,97.652777602038
Global,% Shaders Busy,7288597,1570463986469604,97.6340176858022
Global,% Shaders Busy,7358921,1570463986539928,97.6718491921675
Global,% Shaders Busy,7410400,1570463986591407,97.6417319212404
Global,% Shaders Busy,7460717,1570463986641724,97.6204744808583
Global,% Shaders Busy,7523634,1570463986704641,97.6350789008674
Global,% Shaders Busy,7590364,1570463986771371,97.6305722914448
Global,% Shaders Busy,7722265,1570463986903272,97.5182292675777
Global,% Shaders Busy,7793416,1570463986974423,97.5988309258493
Global,% Shaders Busy,7864274,1570463987045281,97.8010830642149
Global,% Shaders Busy,7950161,1570463987131168,97.8169014978313
Global,% Shaders Busy,8027106,1570463987208113,97.5771658061783
Global,% Shaders Busy,8078468,1570463987259475,97.6032360894388
Global,% Shaders Busy,8134407,1570463987315414,97.8004978139978
Global,% Shaders Busy,8294335,1570463987475342,97.5711121255278
Global,% Shaders Busy,8345842,1570463987526849,97.6049059804653
Global,% Shaders Busy,8401958,1570463987582965,97.8073469177685
Global,% Shaders Busy,8469007,1570463987650014,97.8083001278748
Global,% Shaders Busy,8533891,1570463987714898,97.798000179749
Global,% Shaders Busy,8601284,1570463987782291,97.818407396523
Global,% Shaders Busy,8668730,1570463987849737,97.7801410634388
Global,% Shaders Busy,8734324,1570463987915331,97.7967566874227
Global,% Shaders Busy,8801507,1570463987982514,97.7994322885826
Global,% Shaders Busy,8863666,1570463988044673,97.63861419569
Global,% Shaders Busy,8913979,1570463988094986,97.6397393217328
Global,% Shaders Busy,8964017,1570463988145024,97.6548235690094
Global,% Shaders Busy,9014513,1570463988195520,97.624281329025
Global,% Shaders Busy,9065867,1570463988246874,97.6338753417111
Global,% Shaders Busy,9116674,1570463988297681,97.6224847499848
Global,% Shaders Busy,9167648,1570463988348655,97.6034594558832
Global,% Shaders Busy,9218106,1570463988399113,97.6135862048796
Global,% Shaders Busy,9269002,1570463988450009,97.6338218744456
Global,% Shaders Busy,9319350,1570463988500357,97.6429791271588
Global,% Shaders Busy,9370322,1570463988551329,97.8166788424493
Global,% Shaders Busy,9435020,1570463988616027,97.6042007183927
Global,% Shaders Busy,9488702,1570463988669709,97.8141404518248
Global,% Shaders Busy,9556450,1570463988737457,97.8106930226672
Global,% Shaders Busy,9619188,1570463988800195,97.6583564175153
Global,% Shaders Busy,9670164,1570463988851171,97.66100567912
Global,% Shaders Busy,9721427,1570463988902434,97.8323787612379
Global,% Shaders Busy,9784798,1570463988965805,97.8147089867437
Global,% Shaders Busy,9853005,1570463989034012,97.6669454818466
